entry_id,title,year,venue,authors,tracks,priority,source_role,verification_contract,supervision_granularity,training_use,construction_layer,domains,tags,one_line_summary,one_line_summary_zh,primary_link,code,data,huggingface,project
open-discovery-trace-ai-scientist-2026,OpenDiscoveryTrace: Process Traces for Evaluating AI Scientist Workflows,2026,ICML 2026 AI for Science Workshop Dataset Proposal Competition,Anonymous,process_trace_supervision_data,可读,data_release; benchmark; process_supervision; verifier_reward,judgment_required,step_level; process_reward,process_supervision; reward_modeling; evaluation,prompt_sourcing; trace_writing; reward_verifier_layer,ai-scientist-agents; process-traces; error-localization,process-supervision; reasoning; reward-modeling,"OpenDiscoveryTrace releases complete AI-scientist workflows—thoughts, tools, errors, revisions, and outcomes—for process-level evaluation.",OpenDiscoveryTrace 开放 AI 科学家从思考、工具调用到错误修正和结论的完整工作流轨迹。,https://openreview.net/forum?id=EHT3wVhCUZ,https://github.com/aayambansal/OpenDiscoveryTrace,https://huggingface.co/datasets/aayambansall/OpenDiscoveryTrace,,
opengenalign-2026,"OpenGenAlign: A Preference Dataset and Benchmark for Trustworthy Reward Modeling in Open-Ended, Long-Context Generation",2026,Findings of ACL 2026,Hanning Zhang; Juntong Song; Juno Zhu; Yuanhao Wu; Tong Zhang; Cheng Niu,judgment_rubric_domain_expert_data; preference_reward_feedback_data,必读,benchmark; infrastructure,judgment_required; mixed,answer_level,reward_modeling; evaluation; audit,reward_verifier_layer,llm-as-a-judge; rubric; evaluation-reliability,track07; judgment-rubric; 2025-2026,A 33K preference dataset and benchmark for reward modeling of long-context open-ended generation.,用多次 o3 判决构造长上下文偏好数据，专门衡量幻觉与完整性等生成质量。,https://aclanthology.org/2026.findings-acl.553/,https://github.com/hanningzhang/OpenGenAlign,https://huggingface.co/datasets/HanningZhang/OpenGenAlign,,
openmmreasoner-2025,OpenMMReasoner: Pushing the Frontiers for Multimodal Reasoning with an Open and General Recipe,2026,CVPR 2026,Kaichen Zhang; Keming Wu; Zuhao Yang; Bo Li; Kairui Hu; Bin Wang; Ziwei Liu; Xingxuan Li; Lidong Bing,data_construction_open_release_recipes,必读,data_release; construction_recipe; verifier_reward; scaling_study,mixed,answer_level; scalar_reward,sft; rlvr; evaluation,prompt_sourcing; trace_writing; reward_verifier_layer; optimizer_scaffold; release_audit,multimodal; visual_reasoning; mathematics; science; general_reasoning,openmmreasoner; multimodal-reasoning; visual-reasoning; cold-start-sft; online-rollouts; gspo; mixed-reward; llm-judge; partial-lineage,"Separates an open 874K multimodal SFT conversation mixture from roughly 73K released RL training prompts and unreleased 16-way online GSPO rollouts, with mixed rule, learned-judge, and format rewards.","公开约87.4万条多模态SFT对话与72,971条RL训练提示，训练时再在线采样16路回答并用规则/裁判正确性与格式奖励驱动GSPO，但rollout本身未发布。",https://arxiv.org/abs/2511.16334,https://github.com/EvolvingLMMs-Lab/OpenMMReasoner,https://huggingface.co/collections/lmms-lab/openmmreasoner,,https://evolvinglmms-lab.github.io/OpenMMReasoner/
openmobile-task-trajectory-synthesis-2026,OpenMobile: Building Open Mobile Agents with Task and Trajectory Synthesis,2026,COLM 2026,Kanzhi Cheng; Zehao Li; Zheng Ma; Nuo Chen; Jialin Cao; Qiushi Sun; Zichen Ding; Fangzhi Xu; Hang Yan; Jiajun Chen; Luu Anh Tuan; Jianbing Zhang; Lewei Lu; Dahua Lin,process_trace_supervision_data,必读,data_release; construction_recipe; process_supervision,judgment_required,step_level; process_reward,process_supervision; reward_modeling; evaluation,prompt_sourcing; trace_writing; reward_verifier_layer,mobile-agents; computer-use; process-supervision,process-supervision; trace-data; reward-modeling,OpenMobile releases synthesized Android tasks and policy-switching mobile-agent trajectories that retain error-recovery signals.,OpenMobile 以环境记忆合成移动端任务，并用强弱策略切换保留错误恢复过程，公开任务与轨迹联合训练数据。,https://arxiv.org/abs/2604.15093,https://github.com/njucckevin/OpenMobile-Code,https://huggingface.co/datasets/cckevinn/OpenMobile-Data,,
openresearcher-dataset-2026,OpenResearcher: A Fully Open Pipeline for Long-Horizon Deep Research Trajectory Synthesis,2026,arXiv preprint,"Li, Zhuofeng; Jiang, Dongfu; Ma, Xueguang; Zhang, Haoxiang; Nie, Ping; Zhang, Yuyu; Zou, Kai; Xie, Jianwen; Zhang, Yu; Chen, Wenhu",instruction_demonstration_rationale_data,必读,data_release; construction_recipe,programmatic; judgment_required; mixed,step_level; answer_level,sft; distillation; agent_training,prompt_sourcing; trace_writing; reward_verifier_layer,offline-long-horizon-research-trajectories,instruction-demonstration-rationale; arxiv-2603.20278; primary-link-checked,"OpenResearcher bootstraps an offline evidence corpus, then generates and filters complete search-browse-answer trajectories without repeated live-web dependence.",OpenResearcher 先建立离线证据库，再合成并筛选 9.7 万多条搜索、浏览与回答交错的长程研究轨迹。,https://arxiv.org/abs/2603.20278,,https://huggingface.co/datasets/OpenResearcher/OpenResearcher-Dataset,,
openrubrics-2026,OpenRubrics: Towards Scalable Synthetic Rubric Generation for Reward Modeling and LLM Alignment,2026,ACL 2026,Tianci Liu; Ran Xu; Tony Yu; Ilgee Hong; Carl Yang; Tuo Zhao; Haoyu Wang,judgment_rubric_domain_expert_data; preference_reward_feedback_data,必读,benchmark; infrastructure,judgment_required; mixed,answer_level,reward_modeling; evaluation; audit,reward_verifier_layer,llm-as-a-judge; rubric; evaluation-reliability,track07; judgment-rubric; 2025-2026,An open release of generated rubrics and preference data for rubric-conditioned reward modeling.,用对比偏好生成并验证 rubric，把隐式偏好转为可训练的显式奖励依据。,https://aclanthology.org/2026.acl-long.791/,https://huggingface.co/OpenRubrics,,,
openwebrl-2026,OpenWebRL: Demystifying Online Multi-turn Reinforcement Learning for Visual Web Agents,2026,arXiv preprint,Rui Yang; Qianhui Wu; Yuxi Chen; Hao Bai; Wenlin Yao; Hao Cheng; Baolin Peng; Huan Zhang; Tong Zhang; Jianfeng Gao,environment_agent_trajectory_data,必读,data_release; agent_environment; verifier_reward; construction_recipe,programmatic; environmental; judgment_required,step_level; full_episode; scalar_reward,sft; distillation; reward_modeling; rlvr; agent_training; evaluation,prompt_sourcing; trace_writing; reward_verifier_layer; optimizer_scaffold; release_audit,agent_trajectories; environment_interaction; web_agents; browser_automation; multimodal_agents,environment-agent-trajectory-data; visual-web-agent; browser-agent; online-reinforcement-learning; multimodal-trajectory; trajectory-level-reward; vlm-judge; sft-trajectories; live-web; verifier-audit,"OpenWebRL releases 412 success-only SFT trajectories, 2,198 RL task specifications, live-browser MM-GRPO code, hybrid trajectory judging and model weights, while its roughly 54K online training rollouts and exact live-web replay remain unavailable.","OpenWebRL公开412条success-only SFT轨迹、2,198个RL task spec、hybrid trajectory reward与训练框架，但约54K online rollout未确认发布，2,102默认快照、live-web replay及Judge-13K权利仍需单独审计。",https://arxiv.org/abs/2606.02031v2,https://github.com/OpenWebRL/OpenWebRL,https://huggingface.co/datasets/OpenWebRL/OpenWebRL-SFT-Trajectories,https://huggingface.co/OpenWebRL,https://openwebrl.github.io/
optimal-llm-prm-aggregation-2026,Optimal Aggregation of LLM and PRM Signals for Efficient Test-Time Scaling,2026,ICLR 2026,Peng Kuang; Yanli Wang; Xiaoyu Han; Yaowenqi Liu; Kaidi Xu; Haohan Wang,scaling_rlvr_test_time_compute,必读,scaling_study,mixed,answer_level,test_time_compute,scaling_report,reasoning,test-time-compute; scaling; reasoning,Optimal Aggregation of LLM and PRM Signals for Efficient Test-Time Scaling,当过程奖励模型分数与生成器频率产生相关错误时，它可能损害选择。,https://arxiv.org/abs/2510.13918,,,,
optimal-self-consistency-efficient-reasoning-llms-2025,Optimal Self-Consistency for Efficient Reasoning with Large Language Models,2026,ICML 2026,Austin Feng; Marius Alonso; Ambroise Odonnat; Vasilii Feofanov; Ievgen Redko,rollout_search_test_time_trace_data,必读,construction_recipe; scaling_study,programmatic,answer_level,test_time_compute; evaluation,search_substrate; scaling_report,mathematics; reasoning,self-consistency; blend-asc; adaptive-allocation; test-time-compute; majority-vote,A global self-consistency sampler that reallocates chain-of-thought calls toward uncertain questions without updating the model.,Blend-ASC 在全局样本预算下按答案计数置信度把下一次 CoT 采样分给最不确定的问题，最后以经验众数输出答案。,https://arxiv.org/abs/2511.12309,,,,
orca-audio-qa-correctness-2026,ORCA: Open-ended Response Correctness Assessment for Audio Question Answering,2026,TACL 2026,Šimon Sedláček; Sara Barahona; Cecilia Bolaños; Laura Herrera-Alarcón; Sathvik Udupa; Fernando López; Allison Ferner; Bolaji Yusuf; Alicia Lozano-Diez; Santosh Kesiraju; Ramani Duraiswami; Jan Černocký,judgment_rubric_domain_expert_data,可读,benchmark; data_release,judgment_required,answer_level,evaluation,prompt_sourcing; reward_verifier_layer; release_audit,llm-evaluation,llm-judge; rubric; evaluation,"ORCA models open-ended audio-QA correctness as a distribution, capturing both scores and human disagreement.",把开放式音频问答的正确性建模为分布，以同时刻画评分与人类分歧。,https://arxiv.org/abs/2512.09066,,https://huggingface.co/datasets/BUT-FIT/orca-audio-qa-annotations,,
rationalerm-reasoning-process-2026,Outcome Accuracy is Not Enough: Aligning the Reasoning Process of Reward Models,2026,arXiv preprint,Binghai Wang; Yantao Liu; Yuxuan Liu; Tianyi Tang; Shenzhi Wang; Chang Gao; Chujie Zheng; Yichang Zhang; Le Yu; Shixuan Liu; Tao Gui; Qi Zhang; Xuanjing Huang; Bowen Yu; Fei Huang; Junyang Lin,training_usage_optimization_objectives; preference_reward_feedback_data,必读,process_supervision,mixed,process_reward,reward_modeling,reward_verifier_layer,instruction-tuning,post-training; training-usage,RationaleRM measures whether a reward model’s rationale agrees with atomic human reasons and uses that signal alongside outcome accuracy for RL.,RationaleRM 衡量奖励模型的理由是否与原子化人工理由一致，并将该信号与结果准确率共同用于强化学习。,https://arxiv.org/abs/2602.04649,https://github.com/QwenLM/RationaleRM,https://huggingface.co/datasets/Qwen/RationaleRM,,
pacore-parallel-coordinated-reasoning-2026,PaCoRe: Learning to Scale Test-Time Compute with Parallel Coordinated Reasoning,2026,ACL 2026 Long Papers,Jingcheng Hu; Yinmin Zhang; Shijie Shang; Xiaobo Yang; Yue Peng; Zhewei Huang; Hebin Zhou; Xin Wu; Jie Cheng; Fanqi Wan; Xiangwen Kong; Chengyuan Yao; Kaiwen Yan; Ailin Huang; Hongyu Zhou; Qi Han; Zheng Ge; Daxin Jiang; Xiangyu Zhang; Heung-Yeung Shum,scaling_rlvr_test_time_compute,必读,scaling_study,mixed,full_episode,rlvr; test_time_compute; sft; evaluation,optimizer_scaffold; scaling_report,mathematical-reasoning; code-generation; scientific-reasoning,test-time-compute; parallel-reasoning; message-passing; rlvr; context-window,"PaCoRe coordinates large parallel trajectory pools through compact messages, allowing multi-million-token effective reasoning without exceeding a model’s context window.",PaCoRe 用多轮并行轨迹与压缩消息协调推理，在不超出上下文窗口的情况下扩展到数百万级有效测试时令牌。,https://aclanthology.org/2026.acl-long.1253/,https://github.com/stepfun-ai/PaCoRe,,,
latent-parallel-tts-2026,Parallel Test-Time Scaling for Latent Reasoning Models,2026,ACL 2026,Runyang You; Yongqi Li; Meng Liu; Wenjie Wang; Liqiang Nie; Wenjie Li,scaling_rlvr_test_time_compute,可读,scaling_study,programmatic,step_level; full_episode,test_time_compute; evaluation,optimizer_scaffold; scaling_report,mathematical-reasoning,test-time-scaling; latent-reasoning; parallel-sampling; latent-reward-model; uncertainty,This work brings parallel sampling and reward-guided selection to latent reasoning by using dropout or noise for exploration and a step-level latent reward model for aggregation.,该工作用 dropout 或噪声在潜空间探索，并用逐步潜空间奖励模型聚合，把并行采样与奖励引导选择带入潜式推理。,https://aclanthology.org/2026.acl-long.2069/,https://github.com/ModalityDance/LatentTTS,https://huggingface.co/datasets/gsm8k,,
multi-sequence-verifier-2026,Parallel Test-Time Scaling with Multi-Sequence Verifiers,2026,arXiv preprint,Yegon Kim; Seungyoo Lee; Chaeyun Jang; Hyungi Lee; Juho Lee,scaling_rlvr_test_time_compute,必读,verifier_reward; scaling_study,mixed,answer_level,test_time_compute,reward_verifier_layer; scaling_report,reasoning,test-time-compute; verifier; best-of-n; early-stopping,MSV jointly scores parallel candidates to improve best-of-N selection and reduce latency through streaming early stopping.,MSV 联合为并行候选打分，以改善 best-of-N 选择并通过流式提前停止降低时延。,https://arxiv.org/abs/2603.03417,,,,
pat-planning-after-trial-2026,PaT: Planning-after-Trial for Efficient Test-Time Code Generation,2026,ACL 2026 Long Papers,Youngsik Yoon; Sungjae Lee; Seockbean Song; Siwei Wang; Wei Chen; Jungseul Ok,scaling_rlvr_test_time_compute,可读,scaling_study,programmatic,answer_level; full_episode,test_time_compute; evaluation,optimizer_scaffold; scaling_report,code-generation,test-time-compute; code-generation; planning; verification; adaptive-inference,"PaT tries inexpensive direct code generation first and invokes a planner only after all verified trials fail, improving the code-generation cost-performance frontier.",PaT 先用低成本模型直接生成并执行验证，仅在全部失败时才调用规划器分解问题，从而改善代码生成的成本—性能前沿。,https://aclanthology.org/2026.acl-long.1703/,,,,
personalized-rewardbench-human-aligned-personalization-2026,Personalized RewardBench: Evaluating Reward Models with Human Aligned Personalization,2026,COLM 2026,Qiyao Ma; Dechen Gao; Rui Cai; Boqi Zhao; Hanchu Zhou; Junshan Zhang; Zhe Zhao,preference_reward_feedback_data,可读,data_release; benchmark; verifier_reward,judgment_required,pairwise_preference,reward_modeling; preference_learning; evaluation,prompt_sourcing; reward_verifier_layer; release_audit,personalization; reward-modeling; alignment,personalization; reward-benchmark; rubrics; colm-2026,Personalized RewardBench isolates user-specific rubric adherence in chosen–rejected pairs to test whether reward models genuinely model individual preferences.,数据以用户专属量规构造 chosen/rejected 对，隔离个体偏好变量，并验证其可预测 BoN 与 PPO 下游表现。,https://arxiv.org/abs/2604.07343,https://github.com/Martin-qyma/Personalized-RewardBench,https://huggingface.co/datasets/QiyaoMa/Personalized-RewardBench,,
phi-4-reasoning-vision-15b-2026,Phi-4-reasoning-vision-15B Technical Report,2026,Microsoft Research Technical Report (MSR-TR-2026-10),Jyoti Aneja; Michael Harrison; Neel Joshi; Tyler LaBonte; John Langford; Eduardo Salinas,frontier_reports_data_disclosure_ledger,必读,model_report; construction_recipe,mixed,answer_level; step_level,sft; agent_training; safety_alignment,prompt_sourcing; trace_writing; optimizer_scaffold; frontier_pipeline; release_audit,multimodal; mathematics; science; document_understanding; computer_use; safety,phi-4; multimodal-reasoning; frontier-report; data-disclosure-ledger; sft; synthetic-data; computer-use; safety-alignment,"Phi-4-reasoning-vision-15B reports a 200B-token, three-stage mixed-reasoning SFT pipeline with public source families and data-quality transformations, but withholds training records, internal/acquired data, verification details, and full audit artifacts.",Phi-4-reasoning-vision-15B 披露了约 200B token、三阶段混合推理 SFT、公开源类别与数据质量转换，但未发布训练记录、内部/采购数据、验证细节或完整审计工件。,https://www.microsoft.com/en-us/research/publication/phi-4-reasoning-vision-15b-technical-report/,https://github.com/microsoft/Phi-4-reasoning-vision-15B,,https://huggingface.co/microsoft/Phi-4-reasoning-vision-15B,https://www.microsoft.com/en-us/research/blog/phi-4-reasoning-vision-and-the-lessons-of-training-a-multimodal-reasoning-model/
deepfakejudge-reasoning-supervision-2026,Pixels Don’t Lie (But Your Detector Might): Bootstrapping MLLM-as-a-Judge for Trustworthy Deepfake Detection and Reasoning Supervision,2026,CVPR 2026,Kartik Kuckreja; Parul Gupta; Muhammad Haris Khan; Abhinav Dhall,judgment_rubric_domain_expert_data,可读,benchmark; data_release,judgment_required,scalar_reward; pairwise_preference; answer_level,evaluation; reward_modeling; audit,trace_writing; release_audit,vision_language; deepfake_detection; reasoning_supervision,multimodal; llm_judge; human_annotation; deepfake,DeepfakeJudge turns explanation faithfulness in deepfake detection into a human-anchored pointwise and pairwise judge-training dataset.,DeepfakeJudge 以人工视觉证据标注、点式分数和成对偏好，把深伪检测解释的忠实性变为可训练的 Judge 信号。,https://openaccess.thecvf.com/content/CVPR2026/html/Kuckreja_Pixels_Dont_Lie_But_Your_Detector_Might_Bootstrapping_MLLM-as-a-Judge_for_CVPR_2026_paper.html,https://github.com/KjAeRsTuIsK/DeepfakeJudge,https://huggingface.co/datasets/MBZUAI/DeepfakeJudge-Dataset,,
plan-and-budget-2026,Plan and Budget: Effective and Efficient Test-Time Scaling on Large Language Model Reasoning,2026,ICLR 2026,Junhong Lin; Xinyue Zeng; Jie Zhu; Song Wang; Julian Shun; Jun Wu; Dawei Zhou,scaling_rlvr_test_time_compute,必读,scaling_study,unknown,answer_level,test_time_compute,optimizer_scaffold; scaling_report,reasoning; mathematics,test-time-compute; budget-allocation; planning; reasoning-efficiency,Plan-and-Budget decomposes a query and adaptively assigns token budgets to subquestions instead of using a fixed thinking length.,Plan-and-Budget 按子问题复杂度分配 token 预算，以避免简单问题过度思考、困难问题思考不足。,https://arxiv.org/abs/2505.16122,https://github.com/junhongmit/P-and-B,,,
plan-and-budget-2025,Plan and Budget: Effective and Efficient Test-Time Scaling on Reasoning Large Language Models,2026,ICLR 2026,Junhong Lin; Xinyue Zeng; Jie Zhu; Song Wang; Julian Shun; Jun Wu; Dawei Zhou,rollout_search_test_time_trace_data,可读,scaling_study; infrastructure,mixed,answer_level,evaluation; test_time_compute,search_substrate; scaling_report,mathematical_reasoning; instruction_following; travel_planning; test_time_scaling,plan-and-budget; adaptive-token-allocation; test-time-compute; planning; e3; inference-efficiency,"Plan-and-Budget uses LLM-produced sub-question plans and credit-weighted schedules to vary test-time compute, with task-specific scoring and E3 aggregation but incomplete released run provenance.",Plan-and-Budget 用 LLM 生成子问题与 credits，并按调度规则分配测试时计算；其 E3 以任务分数和 token 成本汇总，但完整运行轨迹与来源元数据未发布。,https://arxiv.org/abs/2505.16122,https://github.com/junhongmit/P-and-B,,,
prism-diffusion-tts-2026,Prism: Efficient Test-Time Scaling via Hierarchical Search and Self-Verification for Discrete Diffusion Language Models,2026,ICML 2026,Jinbin Bai; Yixuan Li; Yuchen Zhu; Yi Xin; Qingyu Shi; Aosong Feng; Xiaohong Liu; Molei Tao; Jianru Xue; Xiangtai Li; Ming-Hsuan Yang,scaling_rlvr_test_time_compute,可读,scaling_study,mixed,step_level; answer_level,test_time_compute; evaluation,scaling_report,mathematical-reasoning; software-engineering,test-time-compute; discrete-diffusion-language-models; search; self-verification; reasoning,"Prism allocates denoising-time compute through hierarchical search, partial remasking, and self-verification for discrete diffusion language models.",Prism 以分层搜索、局部重掩码和自验证反馈，为离散扩散语言模型分配更有效的推理计算。,https://arxiv.org/abs/2602.01842,https://github.com/viiika/Prism,,,
probench-2026,ProBench: Benchmarking GUI Agents with Accurate Process Information,2026,AAAI Conference on Artificial Intelligence (AAAI-26),Leyang Yang; Ziwei Wang; Xiaoxuan Tang; Sheng Zhou; Dajun Chen; Wei Jiang; Yong Li,environment_agent_trajectory_data; benchmarks_evaluation_surfaces,可读,benchmark; agent_environment; verifier_reward,programmatic; environmental; judgment_required,state_action_level; full_episode; scalar_reward,evaluation,prompt_sourcing; trace_writing; reward_verifier_layer; release_audit,agent_trajectories; environment_interaction; gui_agents; mobile_agents; android; bilingual_evaluation,environment-agent-trajectory-data; gui-agent; mobile-agent; android; interactive-benchmark; process-aware-evaluation; trajectory-level-judge; accessibility-tree; verifier-audit,"ProBench evaluates 217 bilingual mobile-GUI tasks by feeding action-level process descriptions and the final screen to a terminal Gemini judge, but releases neither a confirmed executable benchmark package nor a trajectory corpus.",ProBench以a11y converter生成的动作证据和最终截图交给Gemini 2.5 Pro终局judge评测217项双语移动GUI任务，但该证据不是过程监督，且无官方代码、任务、环境或轨迹发布。,https://ojs.aaai.org/index.php/AAAI/article/view/39974,,,,
probing-preference-representations-mrmbench-2026,Probing Preference Representations: A Multi-Dimensional Evaluation and Analysis Method for Reward Models,2026,AAAI 2026,Chenglong Wang; Yifu Huo; Yang Gan; Yongyu Mu; Qiaozhi He; Murun Yang; Bei Li; Chunliang Zhang; Tongran Liu; Anxiang Ma; Zhengtao Yu; Jingbo Zhu; Tong Xiao,preference_reward_feedback_data,可读,data_release; benchmark,judgment_required,pairwise_preference,reward_modeling; evaluation,prompt_sourcing; reward_verifier_layer; release_audit,reward-modeling; preference-analysis,reward-model; mrmbench; probing; aaai-2026,MRMBench probes six preference dimensions to diagnose what reward-model representations encode rather than reporting a single aggregate ranking score.,MRMBench 从正确性、帮助性、连贯性等六维剖析偏好表示，提供约 16.7 万实例以诊断奖励模型的真实偏好能力。,https://ojs.aaai.org/index.php/AAAI/article/view/40627,https://github.com/wangclnlp/MRMBench,https://huggingface.co/datasets/ifnoc/MRMBench,,
prime-process-reinforcement-implicit-rewards-2026,Process Reinforcement through Implicit Rewards,2026,Transactions on Machine Learning Research 2026,Ganqu Cui; Lifan Yuan; Zefan Wang; Hanbin Wang; Yuchen Zhang; Jiacheng Chen; Wendi Li; Bingxiang He; Yuchen Fan; Tianyu Yu; Qixin Xu; Weize Chen; Jiarui Yuan; Huayu Chen; Kaiyan Zhang; Xingtai Lv; Shuo Wang; Yuan Yao; Xu Han; Hao Peng; Yu Cheng; Zhiyuan Liu; Maosong Sun; Bowen Zhou; Ning Ding,preference_reward_feedback_data,必读,data_release; construction_recipe; process_supervision,programmatic,step_level; process_reward,process_supervision; reward_modeling; evaluation,prompt_sourcing; trace_writing; reward_verifier_layer,mathematical-reasoning; code-reasoning; reinforcement-learning,preference-data; reward-modeling; reasoning,PRIME trains an online implicit process reward model from verifier-derived outcome labels and releases response-level preference data for math and code reasoning.,"88,455 指令×8 响应的约 70 万记录，以隐式过程偏好训练 PRM，并用于数学、代码 RL。",https://arxiv.org/abs/2502.01456,https://github.com/PRIME-RL/PRIME,https://huggingface.co/datasets/PRIME-RL/EurusPRM-Stage1-Data,,https://huggingface.co/blog/ganqu/prime
prm-meet-planning-pddl2prm-2026,Process Reward Models Meet Planning: Generating Precise and Scalable Datasets for Step-Level Rewards,2026,ACL 2026,Raffaele Pisano; Roberto Navigli,process_trace_supervision_data,可读,verifier_reward,judgment_required,process_reward,preference_learning; reward_modeling; evaluation; audit,release_audit,llm-post-training,process-trace-batch-2026; process-supervision,Process Reward Models Meet Planning: Generating Precise and Scalable Datasets for Step-Level Rewards exposes process or trace supervision data.,提出 PDDL2PRM：把可执行规划中的动作转为带精确分级奖励的推理步骤，自动生成约百万规模 PRM 训练数据。,https://arxiv.org/abs/2604.17957,,https://huggingface.co/datasets/Babelscape/PDDL2PRM,,https://babelscape.github.io/prm-meets-planning/
profit-token-selection-sft-2026,ProFit: Leveraging High-Value Signals in SFT via Probability-Guided Token Selection,2026,Findings of ACL 2026,Tao Liu; Taiqiang Wu; Runming Yang; Shaoning Sun; Junjie Wang; Yujiu Yang,training_usage_optimization_objectives,必读,construction_recipe; scaling_study,unknown,step_level,sft; rlvr,trace_writing; optimizer_scaffold,instruction-tuning; reasoning; mathematics,token-selection; sft; probability; reasoning,ProFit masks low-probability reference tokens during SFT so high-probability semantic anchors dominate the training signal.,ProFit 在监督微调中屏蔽低概率参考词元，使高概率语义锚点主导训练信号。,https://aclanthology.org/2026.findings-acl.755/,https://github.com/Utaotao/ProFit,,,
icpo-self-improvement-2026,Provable and Practical In-Context Policy Optimization for Self-Improvement,2026,ICLR 2026,Tianrun Yu; Yuxiao Yang; Zhaoyang Wang; Kaixiang Zhao; Porter Jenkins; Xuchao Zhang; Chetan Bansal; Huaxiu Yao; Weitong Zhang,scaling_rlvr_test_time_compute,必读,scaling_study,mixed,answer_level,test_time_compute,scaling_report,reasoning,test-time-compute; scaling; reasoning,Provable and Practical In-Context Policy Optimization for Self-Improvement,自我反思可能消耗许多轮次，却不知道自评奖励是否可靠。,https://arxiv.org/abs/2603.01335,,,,
pythagoras-sft-distillation-2026,Pythagoras-Prover: Advancing Efficient Formal Proving via Augmented Lean Formalisation,2026,arXiv preprint,"Leang, Joshua Ong Jun; Zhao, Zheng; Stoian, Mihaela Catalina; Xu, Qiyuan; Li, Haonan; Li, Wenda; Cohen, Shay B.; Giunchiglia, Eleonora",instruction_demonstration_rationale_data; programmatically_verifiable_outcome_data,必读,data_release; construction_recipe,programmatic; judgment_required; mixed,step_level; answer_level,sft; distillation; agent_training,prompt_sourcing; trace_writing; reward_verifier_layer,compiler-verified-formal-proof-distillation,instruction-demonstration-rationale; arxiv-2606.12594; primary-link-checked,"Augmented Lean Formalisation mutates seed problems, writes reasoning plans and Lean artifacts, and retains only compiler-verified proofs in a 336K-record SFT set.",Pythagoras 把题目变异、证明计划和 Lean 证明结合，公开 336596 条经编译器验证的形式证明监督记录。,https://arxiv.org/abs/2606.12594,,https://huggingface.co/datasets/Pythagoras-LM/SFT_Dataset_Distillation_4B,,https://huggingface.co/Pythagoras-LM
qed-nano-2026,QED-Nano: Teaching a Tiny Model to Prove Hard Theorems,2026,arXiv preprint,LM-Provers; Yuxiao Qu; Amrith Setlur; Jasper Dekoninck; Edward Beeching; Jia Li; Ian Wu; Lewis Tunstall; Aviral Kumar,rollout_search_test_time_trace_data; preference_reward_feedback_data; process_trace_supervision_data,必读,model_report; data_release; verifier_reward; construction_recipe; scaling_study,judgment_required,full_episode; scalar_reward,sft; distillation; rlvr; test_time_compute,prompt_sourcing; trace_writing; search_substrate; reward_verifier_layer; optimizer_scaffold; scaling_report; release_audit,mathematics; olympiad_mathematics; natural_language_theorem_proving; long_horizon_reasoning; test_time_reasoning,qed-nano; fineproofs-rl; olympiad-proof; natural-language-theorem-proving; rubric-reward; llm-judge; grpo; reasoning-cache; rollout-population; curriculum-filtering; test-time-scaling; missing-raw-rollouts,"QED-Nano couples 128-attempt difficulty statistics, 16-rollout rubric-reward GRPO, and three-turn Reasoning-Cache training, while FineProofs-RL releases prompts, rubrics, and score arrays but not the proofs behind them.",QED-Nano 将每题名义 128 次的离线难度估计、每题 16 次的 rubric-reward GRPO 与三轮 Reasoning Cache 训练连接起来；FineProofs-RL 发布题目、rubric 和分数数组，但不发布产生这些分数的证明文本或逐次评分意见。,https://arxiv.org/abs/2604.04898,https://github.com/CMU-AIRe/QED-Nano,https://huggingface.co/datasets/lm-provers/FineProofs-RL,https://huggingface.co/collections/lm-provers/qed-nano,https://huggingface.co/spaces/lm-provers/qed-nano-blogpost
quantifying-biases-judge-evals-2026,Quantifying biases in LLM-as-Judge evals,2026,ICML 2026,Magda Dubois; Harry Coppock; Mario Giulianelli; Ole Kristian Jorgensen; Timo Flesch; Lennart Luettgau; Cozmin Ududec,audit_failure_contamination_verifier_attacks,可读,audit_failure,mixed,trajectory_value,evaluation; audit,release_audit,reasoning; evaluation; alignment,track13; paper-page-backed; audit,"Models, quantifies, and corrects systematic biases in LLM autograders.",以贝叶斯广义线性模型识别、量化并校正 LLM 自动评测器的系统偏差。,https://openreview.net/forum?id=eQxVeNZcYT,,,,
